dummy,current_age,retirement_age,earnings_level,current_savings,savings_after_divorce,additional_annual_savings,portfolio,age,portfolio_value_expected,portfolio_value_ub,portfolio_value_lb,income_expected,income_ub,income_lb
x,40,65,high,100000,50000,2500,MPU_ES080,54,162087.9343,216417.4328,107401.6252,14982.71008,21402.51286,8367.203647
x,40,65,high,100000,50000,2500,MPU_ES080,55,174220.2577,235041.0611,113516.4152,15732.42204,22810.20381,8574.088166
x,40,65,high,100000,50000,2500,MPU_ES080,56,187123.6938,253127.0222,120026.8467,16491.02685,23897.05329,8790.025747
x,40,65,high,100000,50000,2500,MPU_ES080,57,200659.4397,272603.0698,126559.8295,17282.64787,25221.10673,8983.329532
x,40,65,high,100000,50000,2500,MPU_ES080,58,214789.8506,293692.3498,133560.2474,18075.48906,26477.26967,9197.073218
x,40,65,high,100000,50000,2500,MPU_ES080,59,230178.7991,316745.9094,141503.915,18932.15394,28098.02425,9391.851767
x,40,65,high,100000,50000,2500,MPU_ES080,60,246192.445,340016.5488,149650.3199,19787.17676,29514.39585,9677.581507
x,40,65,high,100000,50000,2500,MPU_ES080,61,263174.9777,365909.4163,157958.6783,20666.43341,31137.36107,9846.620913
x,40,65,high,100000,50000,2500,MPU_ES080,62,280996.0431,390369.0003,166404.4741,21599.6866,32613.03474,10052.60501
x,40,65,high,100000,50000,2500,MPU_ES080,63,299640.2563,417292.2109,175084.4092,22532.16311,34249.7533,10317.02835
x,40,65,high,100000,50000,2500,MPU_ES080,64,319310.1236,447308.9302,184020.3807,23435.09289,35985.07024,10481.71581
x,40,65,high,100000,50000,2500,MPU_ES080,65,339912.5557,481205.3439,193420.6648,24423.21974,37487.36174,10630.32647
x,40,65,high,100000,50000,2500,MPU_ES090,40,100000,100000,100000,12756.31699,12756.31699,12756.31699
x,40,65,high,100000,50000,2500,MPU_ES090,41,55606.04861,62154.95657,49099.98856,6941.832199,7979.515736,5899.725723
x,40,65,high,100000,50000,2500,MPU_ES090,42,61446.12749,71258.85926,51610.23851,7500.624038,9040.351181,5956.497436
x,40,65,high,100000,50000,2500,MPU_ES090,43,67857.97279,81056.20024,54608.25731,8106.501219,10113.89085,6084.334358
x,40,65,high,100000,50000,2500,MPU_ES090,44,74462.03682,90991.64751,58041.11882,8704.123183,11139.97845,6258.204179
x,40,65,high,100000,50000,2500,MPU_ES090,45,81696.94071,101071.533,61913.06341,9346.025382,12195.13803,6416.768499
x,40,65,high,100000,50000,2500,MPU_ES090,46,89081.4564,112070.8298,65709.77908,9961.549866,13263.65387,6592.382518
x,40,65,high,100000,50000,2500,MPU_ES090,47,96846.00569,123186.959,69969.25827,10575.70476,14299.34163,6782.491249
x,40,65,high,100000,50000,2500,MPU_ES090,48,105347.9161,135745.9831,74417.49947,11240.70263,15389.8101,6982.40015
x,40,65,high,100000,50000,2500,MPU_ES090,49,114268.4705,148553.257,79015.73869,11931.86586,16595.07858,7187.323669
x,40,65,high,100000,50000,2500,MPU_ES090,50,123858.3784,162614.2314,83909.92991,12651.82199,17787.10848,7349.514743
x,40,65,high,100000,50000,2500,MPU_ES090,51,134154.631,178407.4798,88823.38963,13384.86622,19103.77385,7571.526494
x,40,65,high,100000,50000,2500,MPU_ES090,52,145185.3392,195110.0351,94406.96267,14166.25174,20429.06646,7788.648925
x,40,65,high,100000,50000,2500,MPU_ES090,53,156530.3572,211768.8651,99920.47098,14939.82894,21797.55661,7980.844399
x,40,65,high,100000,50000,2500,MPU_ES090,54,168510.2495,229939.2018,106295.969,15704.72821,23046.56141,8178.753045
x,40,65,high,100000,50000,2500,MPU_ES090,55,181937.8367,249923.6764,112427.1217,16572.01376,24498.28141,8405.558389
x,40,65,high,100000,50000,2500,MPU_ES090,56,195857.9071,271321.1005,118649.0922,17426.52861,25803.34238,8704.378369
x,40,65,high,100000,50000,2500,MPU_ES090,57,210588.7142,294319.7527,125384.5631,18312.04519,27259.79635,8925.563788
x,40,65,high,100000,50000,2500,MPU_ES090,58,226874.5362,318969.9477,132444.3941,19299.17376,28976.98632,9052.586004
x,40,65,high,100000,50000,2500,MPU_ES090,59,243253.8946,343902.5228,140066.7177,20245.4159,30416.59616,9238.734706
x,40,65,high,100000,50000,2500,MPU_ES090,60,260779.7265,371367.0877,147655.9624,21217.8191,32036.83533,9440.613582
x,40,65,high,100000,50000,2500,MPU_ES090,61,279177.2724,399059.6209,155407.2246,22179.80138,33774.54769,9656.552373
x,40,65,high,100000,50000,2500,MPU_ES090,62,299272.6254,429469.3568,163961.4721,23293.10509,36031.51299,9843.549237
x,40,65,high,100000,50000,2500,MPU_ES090,63,319613.1685,463108.8296,172478.4078,24311.61859,37687.8817,10031.83926
x,40,65,high,100000,50000,2500,MPU_ES090,64,342103.6315,497615.3423,181837.0826,25445.55492,39446.46213,10195.77307
x,40,65,high,100000,50000,2500,MPU_ES090,65,365394.5769,535067.2187,191370.9201,26599.76747,41557.51232,10402.62572
x,40,65,high,100000,100000,0,MPU_ES010,40,100000,100000,100000,12756.31699,12756.31699,12756.31699
x,40,65,high,100000,100000,0,MPU_ES010,41,103296.3994,106461.43,100103.4789,12853.64074,13820.8207,11877.52186
x,40,65,high,100000,100000,0,MPU_ES010,42,106642.918,111248.6672,102078.3095,12954.6052,14338.18573,11548.75023
x,40,65,high,100000,100000,0,MPU_ES010,43,110140.5439,115956.6388,104400.7427,13057.35691,14762.93918,11316.79986
x,40,65,high,100000,100000,0,MPU_ES010,44,113775.8504,120587.6041,106908.5734,13151.32063,15147.31081,11153.79773
x,40,65,high,100000,100000,0,MPU_ES010,45,117493.6986,125432.2872,109574.6862,13262.72789,15521.6154,10994.68365
x,40,65,high,100000,100000,0,MPU_ES010,46,121323.3479,130345.9673,112274.7955,13369.8079,15862.97393,10863.8227
x,40,65,high,100000,100000,0,MPU_ES010,47,125298.3232,135379.049,115204.6304,13471.8286,16201.50491,10726.76861
x,40,65,high,100000,100000,0,MPU_ES010,48,129368.0229,140396.5385,118401.0204,13575.89599,16506.11642,10662.70686
x,40,65,high,100000,100000,0,MPU_ES010,49,133661.1995,145983.0618,121597.7648,13665.4191,16820.16444,10526.87595
x,40,65,high,100000,100000,0,MPU_ES010,50,138019.657,151344.514,124795.1458,13768.96405,17053.24674,10448.84773
x,40,65,high,100000,100000,0,MPU_ES010,51,142543.2021,156765.1822,128418.988,13874.44209,17320.15328,10368.8409
x,40,65,high,100000,100000,0,MPU_ES010,52,147130.0596,162417.0081,131764.6665,13989.87113,17641.81011,10313.82892
x,40,65,high,100000,100000,0,MPU_ES010,53,151891.8387,168493.8582,135180.2086,14115.71626,17918.61423,10289.05046
x,40,65,high,100000,100000,0,MPU_ES010,54,156866.4842,174508.5068,138964.7547,14221.49266,18257.12915,10184.11534
x,40,65,high,100000,100000,0,MPU_ES010,55,162013.6427,180952.0858,142731.5693,14340.52062,18566.19444,10137.67396
x,40,65,high,100000,100000,0,MPU_ES010,56,167352.5098,187482.2166,146682.4189,14444.55319,18703.39451,10066.95858
x,40,65,high,100000,100000,0,MPU_ES010,57,172739.0807,194210.1979,150914.2619,14551.44517,19036.55305,10016.4444
x,40,65,high,100000,100000,0,MPU_ES010,58,178347.3518,201289.963,155225.9364,14687.04572,19379.96782,10038.77179
x,40,65,high,100000,100000,0,MPU_ES010,59,184129.872,208212.3672,159718.9939,14795.64622,19589.36335,9930.148632
x,40,65,high,100000,100000,0,MPU_ES010,60,190181.952,215965.9593,164316.8881,14882.25098,19869.30201,9894.791344
x,40,65,high,100000,100000,0,MPU_ES010,61,196344.2891,223620.6813,168846.0758,14994.80842,20065.30428,9890.958611
x,40,65,high,100000,100000,0,MPU_ES010,62,202712.5029,231470.811,173528.0869,15114.72402,20329.77105,9831.465006
x,40,65,high,100000,100000,0,MPU_ES010,63,209325.0073,239986.2362,178928.0798,15228.94602,20591.12905,9754.402863
x,40,65,high,100000,100000,0,MPU_ES010,64,216169.6415,248468.0882,184164.4518,15339.76635,20864.45879,9743.003934
x,40,65,high,100000,100000,0,MPU_ES010,65,223253.8964,257406.4918,189313.9651,15443.19561,21106.21923,9683.58708
x,40,65,high,100000,100000,0,MPU_ES020,40,100000,100000,100000,12756.31699,12756.31699,12756.31699
x,40,65,high,100000,100000,0,MPU_ES020,41,103648.3569,107753.7569,99615.41714,12891.21359,13892.73396,11885.24368
x,40,65,high,100000,100000,0,MPU_ES020,42,107390.2738,113322.1022,101446.5617,13041.41823,14479.58368,11614.89496
x,40,65,high,100000,100000,0,MPU_ES020,43,111233.4239,118629.8856,103726.9992,13187.49741,14954.77291,11403.0524
x,40,65,high,100000,100000,0,MPU_ES020,44,115324.2016,124349.508,106332.4877,13345.83516,15437.58653,11275.06957
x,40,65,high,100000,100000,0,MPU_ES020,45,119474.3561,129777.1111,109079.2558,13493.40082,15851.28576,11153.93812
x,40,65,high,100000,100000,0,MPU_ES020,46,123766.8798,135651.5024,111969.4578,13650.15732,16267.44048,11057.00729
x,40,65,high,100000,100000,0,MPU_ES020,47,128264.89,141489.2777,115310.4669,13787.19115,16655.87337,10940.39612
x,40,65,high,100000,100000,0,MPU_ES020,48,132950.0831,147572.2779,118524.3069,13956.00502,16979.22372,10907.55872
x,40,65,high,100000,100000,0,MPU_ES020,49,137756.2251,153915.7894,122005.2484,14125.94154,17413.85172,10852.43108
x,40,65,high,100000,100000,0,MPU_ES020,50,142822.6271,160269.5792,125431.3388,14306.8071,17794.23636,10814.64515
x,40,65,high,100000,100000,0,MPU_ES020,51,147965.5477,167039.3804,128937.3011,14467.72265,18126.79445,10801.3087
x,40,65,high,100000,100000,0,MPU_ES020,52,153308.5503,173725.7969,132649.1336,14628.32299,18504.61497,10744.42347
x,40,65,high,100000,100000,0,MPU_ES020,53,158833.8301,180830.8508,136685.345,14781.45319,18828.12818,10721.59993
x,40,65,high,100000,100000,0,MPU_ES020,54,164610.4263,188463.8478,140730.7313,14937.11622,19233.282,10681.653
x,40,65,high,100000,100000,0,MPU_ES020,55,170565.4576,196198.0358,145109.4469,15114.74854,19605.37896,10635.29387
x,40,65,high,100000,100000,0,MPU_ES020,56,176847.9152,204327.9962,149498.9238,15281.12045,19937.09397,10628.90605
x,40,65,high,100000,100000,0,MPU_ES020,57,183215.0774,212097.4087,154204.0695,15453.39373,20306.44567,10608.27889
x,40,65,high,100000,100000,0,MPU_ES020,58,189839.6094,220762.9931,158806.193,15645.5348,20663.1238,10628.00233
x,40,65,high,100000,100000,0,MPU_ES020,59,196795.189,229526.8095,163520.6308,15825.95507,21094.1152,10566.91409
x,40,65,high,100000,100000,0,MPU_ES020,60,203947.9995,238853.6229,168778.059,16004.23438,21463.65851,10534.95337
x,40,65,high,100000,100000,0,MPU_ES020,61,211366.5601,248252.2209,174128.7094,16186.27051,21813.3517,10516.69743
x,40,65,high,100000,100000,0,MPU_ES020,62,219084.5762,258150.989,179692.5904,16384.53616,22179.76161,10543.05622
x,40,65,high,100000,100000,0,MPU_ES020,63,227029.6765,268538.8029,185181.139,16571.70163,22507.64322,10585.15838
x,40,65,high,100000,100000,0,MPU_ES020,64,235290.5755,279111.5894,191035.6369,16763.97239,22889.989,10586.48993
x,40,65,high,100000,100000,0,MPU_ES020,65,243902.6327,290637.9234,197405.3951,16955.11332,23182.16053,10590.22437
x,40,65,high,100000,100000,0,MPU_ES030,40,100000,100000,100000,12756.31699,12756.31699,12756.31699
x,40,65,high,100000,100000,0,MPU_ES030,41,104033.6523,109108.2225,98969.57767,12950.38681,14020.96742,11887.3943
x,40,65,high,100000,100000,0,MPU_ES030,42,108124.8585,115638.2959,100740.8837,13136.0628,14673.93752,11600.53163
x,40,65,high,100000,100000,0,MPU_ES030,43,112380.8729,121789.8123,103006.8602,13336.55269,15238.95925,11397.98867
x,40,65,high,100000,100000,0,MPU_ES030,44,116834.4445,128001.9767,105477.9419,13517.72066,15754.84328,11249.72255
x,40,65,high,100000,100000,0,MPU_ES030,45,121485.007,134564.8445,108419.869,13717.50934,16243.06106,11173.64679
x,40,65,high,100000,100000,0,MPU_ES030,46,126197.4333,140996.0028,111272.5526,13915.23978,16681.10547,11115.94483
x,40,65,high,100000,100000,0,MPU_ES030,47,131163.5351,147943.7054,114426.5394,14123.82069,17183.32746,11050.06495
x,40,65,high,100000,100000,0,MPU_ES030,48,136431.8281,154964.0425,117860.7523,14347.29236,17634.07734,10983.71605
x,40,65,high,100000,100000,0,MPU_ES030,49,141893.809,162522.3526,121218.5599,14564.01535,18121.21153,10954.05057
x,40,65,high,100000,100000,0,MPU_ES030,50,147495.2909,170006.4722,124810.1332,14772.42962,18583.21473,10928.59189
x,40,65,high,100000,100000,0,MPU_ES030,51,153349.2954,178029.9899,128530.2106,14958.21659,18942.58792,10885.04896
x,40,65,high,100000,100000,0,MPU_ES030,52,159348.7595,186180.0833,132492.126,15202.87642,19494.59931,10866.66108
x,40,65,high,100000,100000,0,MPU_ES030,53,165697.551,194482.5932,136637.1926,15417.77581,19879.3103,10868.85518
x,40,65,high,100000,100000,0,MPU_ES030,54,172210.9365,203329.7357,140899.6993,15629.0712,20356.53318,10834.10057
x,40,65,high,100000,100000,0,MPU_ES030,55,179002.6423,212315.6812,145418.0467,15848.72768,20815.29209,10846.58375
x,40,65,high,100000,100000,0,MPU_ES030,56,186176.9692,222110.0433,150011.4095,16088.9958,21240.47578,10866.16858
x,40,65,high,100000,100000,0,MPU_ES030,57,193522.0746,232109.8742,155071.374,16315.84881,21632.08786,10844.1182
x,40,65,high,100000,100000,0,MPU_ES030,58,201135.2289,242544.6225,159778.0626,16553.1008,22051.62354,10857.08148
x,40,65,high,100000,100000,0,MPU_ES030,59,209204.2558,252873.2751,165277.7502,16812.6383,22636.58792,10885.81011
x,40,65,high,100000,100000,0,MPU_ES030,60,217588.7248,263835.5494,170588.0235,17068.23847,23135.03973,10935.42418
x,40,65,high,100000,100000,0,MPU_ES030,61,226193.7038,275629.6864,175911.564,17319.87685,23561.14164,10888.06884
x,40,65,high,100000,100000,0,MPU_ES030,62,235255.2824,288157.2636,181674.73,17587.67419,24116.86951,10888.41783
x,40,65,high,100000,100000,0,MPU_ES030,63,244729.7721,300917.75,187839.8809,17855.08571,24612.25333,10947.00621
x,40,65,high,100000,100000,0,MPU_ES030,64,254504.8016,314743.011,194322.7753,18113.2107,25172.75243,10925.4716
x,40,65,high,100000,100000,0,MPU_ES030,65,264606.7728,328250.1161,200955.2235,18368.29767,25669.9744,10960.43274
x,40,65,high,100000,100000,0,MPU_ES040,40,100000,100000,100000,12756.31699,12756.31699,12756.31699
x,40,65,high,100000,100000,0,MPU_ES040,41,104432.9843,110777.2666,98043.38084,13010.41398,14226.01948,11791.19989
x,40,65,high,100000,100000,0,MPU_ES040,42,108953.1492,118445.6675,99436.6623,13237.63755,14935.24193,11538.28568
x,40,65,high,100000,100000,0,MPU_ES040,43,113655.5218,125579.4574,101540.2894,13485.46556,15611.99469,11356.22765
x,40,65,high,100000,100000,0,MPU_ES040,44,118649.4163,132998.8243,104156.1393,13733.25485,16228.64977,11221.70877
x,40,65,high,100000,100000,0,MPU_ES040,45,123868.8494,140699.3951,107002.1429,13999.36239,16892.63806,11114.07142
x,40,65,high,100000,100000,0,MPU_ES040,46,129211.4195,148418.63,109919.9487,14247.5884,17442.02395,11060.56099
x,40,65,high,100000,100000,0,MPU_ES040,47,134785.1335,156707.1915,113096.1135,14500.30638,17954.36801,11000.71815
x,40,65,high,100000,100000,0,MPU_ES040,48,140721.7106,165271.9481,116701.9937,14784.8745,18577.89503,10987.62548
x,40,65,high,100000,100000,0,MPU_ES040,49,147058.6156,173853.3413,120663.8204,15065.9424,19145.64181,10929.87036
x,40,65,high,100000,100000,0,MPU_ES040,50,153505.3432,183403.8455,124314.3198,15345.76771,19716.46831,10907.46907
x,40,65,high,100000,100000,0,MPU_ES040,51,160259.982,192683.7852,128084.2729,15635.99229,20295.48425,10902.97939
x,40,65,high,100000,100000,0,MPU_ES040,52,167229.0879,202698.3837,131898.1081,15949.88549,20932.35159,10961.60613
x,40,65,high,100000,100000,0,MPU_ES040,53,174402.298,212521.5807,136284.4546,16255.08565,21456.80216,10996.67423
x,40,65,high,100000,100000,0,MPU_ES040,54,182170.1772,223583.231,140920.263,16572.13708,22134.20611,10984.04978
x,40,65,high,100000,100000,0,MPU_ES040,55,190145.2707,235075.928,145760.8917,16863.69726,22565.64803,11020.88646
x,40,65,high,100000,100000,0,MPU_ES040,56,198491.9092,246524.3996,150890.3235,17168.62499,23289.33089,11015.76054
x,40,65,high,100000,100000,0,MPU_ES040,57,207108.2773,258033.2275,156147.2825,17476.77211,23782.4976,11072.5863
x,40,65,high,100000,100000,0,MPU_ES040,58,216332.8546,270706.8079,161913.2948,17812.87167,24369.77829,11102.51753
x,40,65,high,100000,100000,0,MPU_ES040,59,225862.233,285069.809,167215.6282,18157.13841,25016.62811,11173.3135
x,40,65,high,100000,100000,0,MPU_ES040,60,235836.8279,298841.18,172902.8731,18497.79923,25665.62086,11161.30534
x,40,65,high,100000,100000,0,MPU_ES040,61,246107.2279,313108.9829,179359.2793,18834.95392,26230.532,11274.03531
x,40,65,high,100000,100000,0,MPU_ES040,62,256811.2944,328332.3157,185271.012,19171.95353,26900.92305,11353.73343
x,40,65,high,100000,100000,0,MPU_ES040,63,268169.9393,343482.8559,192033.6617,19543.13156,27503.93384,11383.6484
x,40,65,high,100000,100000,0,MPU_ES040,64,279776.2241,359430.6757,198932.4133,19917.61307,28201.00112,11461.64129
x,40,65,high,100000,100000,0,MPU_ES040,65,292162.6101,376733.5565,206174.0142,20304.74032,28945.08529,11492.55006
x,40,65,high,100000,100000,0,MPU_ES050,40,100000,100000,100000,12756.31699,12756.31699,12756.31699
x,40,65,high,100000,100000,0,MPU_ES050,41,104738.461,112282.4613,97185.0893,13035.35493,14356.02569,11728.86642
x,40,65,high,100000,100000,0,MPU_ES050,42,109576.9057,120939.3967,98223.91079,13306.89976,15193.1479,11412.41083
x,40,65,high,100000,100000,0,MPU_ES050,43,114759.9459,129257.6989,100370.88,13594.70505,15960.3231,11251.15345
x,40,65,high,100000,100000,0,MPU_ES050,44,120295.9645,138169.3619,102845.1008,13898.74559,16686.75212,11153.85195
x,40,65,high,100000,100000,0,MPU_ES050,45,125929.426,146498.7435,105355.5571,14192.17996,17301.33827,11045.93967
x,40,65,high,100000,100000,0,MPU_ES050,46,131921.6362,155859.4604,108442.5015,14495.40382,17943.36502,11019.92479
x,40,65,high,100000,100000,0,MPU_ES050,47,138021.9976,164355.2333,111781.461,14797.87964,18610.69448,10965.33384
x,40,65,high,100000,100000,0,MPU_ES050,48,144473.338,174099.9956,115540.5642,15111.40512,19224.83301,10931.61168
x,40,65,high,100000,100000,0,MPU_ES050,49,151329.003,183983.4352,118790.143,15439.97811,19959.98075,10967.08279
x,40,65,high,100000,100000,0,MPU_ES050,50,158499.4102,194322.3605,122724.0293,15776.79658,20566.44827,10976.23014
x,40,65,high,100000,100000,0,MPU_ES050,51,165828.0412,204832.8122,126941.4707,16106.40027,21111.65768,10964.33997
x,40,65,high,100000,100000,0,MPU_ES050,52,173746.3623,216065.2214,131095.8879,16444.07903,21739.27306,11025.44919
x,40,65,high,100000,100000,0,MPU_ES050,53,182077.5779,227680.5237,135728.3858,16804.5537,22390.17958,11007.29876
x,40,65,high,100000,100000,0,MPU_ES050,54,190665.8515,240224.4194,140041.1572,17169.69199,23107.46165,11088.36496
x,40,65,high,100000,100000,0,MPU_ES050,55,199932.0081,253996.6559,145324.9468,17557.48382,23908.62904,11126.21172
x,40,65,high,100000,100000,0,MPU_ES050,56,209347.3285,267460.5788,150316.9048,17942.03112,24651.99286,11126.77343
x,40,65,high,100000,100000,0,MPU_ES050,57,219317.4267,281544.4479,155696.7981,18332.8772,25366.51578,11171.2758
x,40,65,high,100000,100000,0,MPU_ES050,58,229585.5717,297255.3491,161210.2523,18730.71887,26102.14917,11244.98101
x,40,65,high,100000,100000,0,MPU_ES050,59,240380.981,311645.0734,167300.9146,19143.03919,26792.29129,11276.12166
x,40,65,high,100000,100000,0,MPU_ES050,60,251844.7052,328529.5582,172915.2809,19584.64585,27582.21462,11337.78839
x,40,65,high,100000,100000,0,MPU_ES050,61,263937.427,346252.0399,178763.415,20054.55155,28427.14331,11390.18023
x,40,65,high,100000,100000,0,MPU_ES050,62,276215.4986,365258.8527,185158.3618,20487.44853,29227.9889,11460.36778
x,40,65,high,100000,100000,0,MPU_ES050,63,289351.7421,385192.5522,192521.8752,20963.38219,30278.85004,11465.73967
x,40,65,high,100000,100000,0,MPU_ES050,64,302842.3853,406004.5469,200083.6324,21416.05079,31058.19689,11567.45751
x,40,65,high,100000,100000,0,MPU_ES050,65,316771.7467,425776.3034,206349.9342,21885.93258,31848.24122,11710.78878
x,40,65,high,100000,100000,0,MPU_ES060,40,100000,100000,100000,12756.31699,12756.31699,12756.31699
x,40,65,high,100000,100000,0,MPU_ES060,41,104992.9423,113792.9914,96280.76646,13071.60131,14533.15219,11627.59932
x,40,65,high,100000,100000,0,MPU_ES060,42,110415.1971,123596.6322,97181.80168,13424.36869,15567.86423,11302.29447
x,40,65,high,100000,100000,0,MPU_ES060,43,115964.0928,132960.3536,98991.92553,13777.21842,16456.07128,11109.91272
x,40,65,high,100000,100000,0,MPU_ES060,44,121792.0437,142362.7515,101375.769,14138.11699,17252.10335,10987.29546
x,40,65,high,100000,100000,0,MPU_ES060,45,128202.2701,151867.2617,104260.8605,14532.35092,18102.03424,10917.30855
x,40,65,high,100000,100000,0,MPU_ES060,46,134798.3956,162149.5429,107196.2594,14902.50808,18997.19846,10858.03169
x,40,65,high,100000,100000,0,MPU_ES060,47,141761.4709,172706.9343,110482.3631,15299.1398,19696.3222,10795.16011
x,40,65,high,100000,100000,0,MPU_ES060,48,149009.2385,184130.6869,114177.0393,15713.24106,20494.01379,10822.48767
x,40,65,high,100000,100000,0,MPU_ES060,49,156348.9336,194538.4446,117679.7378,16071.67373,21286.6559,10844.2084
x,40,65,high,100000,100000,0,MPU_ES060,50,164334.2762,206731.3253,121391.7494,16491.54459,22212.12755,10853.79175
x,40,65,high,100000,100000,0,MPU_ES060,51,172508.4897,219301.1141,125023.3753,16880.70606,22914.75113,10835.80713
x,40,65,high,100000,100000,0,MPU_ES060,52,181286.1767,232759.8238,129475.9368,17327.22087,23735.3035,10863.48533
x,40,65,high,100000,100000,0,MPU_ES060,53,190516.9622,247219.8807,133570.6352,17740.00076,24467.48776,10897.0495
x,40,65,high,100000,100000,0,MPU_ES060,54,200242.0793,262551.0391,138469.3667,18200.74441,25401.48817,10859.81732
x,40,65,high,100000,100000,0,MPU_ES060,55,210771.249,278777.1837,143429.7135,18724.29294,26411.56143,10888.98855
x,40,65,high,100000,100000,0,MPU_ES060,56,221461.1437,294389.9582,149019.1792,19182.83088,27317.81946,10955.3459
x,40,65,high,100000,100000,0,MPU_ES060,57,232691.4383,311216.9873,154104.574,19676.25987,28214.92078,10994.87583
x,40,65,high,100000,100000,0,MPU_ES060,58,244943.6777,328580.1022,160821.0324,20188.58996,29177.09753,11072.76602
x,40,65,high,100000,100000,0,MPU_ES060,59,257761.6378,348230.6673,166730.7218,20740.17025,30201.81106,11169.0976
x,40,65,high,100000,100000,0,MPU_ES060,60,270705.1491,367741.8011,172682.6468,21253.12163,31145.69315,11195.31468
x,40,65,high,100000,100000,0,MPU_ES060,61,284458.9331,387572.7659,178863.4869,21779.32555,32095.78798,11235.71244
x,40,65,high,100000,100000,0,MPU_ES060,62,298975.1875,411847.9603,185501.8591,22337.84611,33006.03811,11319.37115
x,40,65,high,100000,100000,0,MPU_ES060,63,314302.9636,436431.0339,192613.9887,22935.76779,34088.24933,11372.36594
x,40,65,high,100000,100000,0,MPU_ES060,64,330269.9955,458130.4147,200021.7068,23499.52139,35216.32964,11402.42211
x,40,65,high,100000,100000,0,MPU_ES060,65,347025.9763,485401.2974,206726.3161,24112.89435,36256.54241,11480.12778
x,40,65,high,100000,100000,0,MPU_ES070,40,100000,100000,100000,12756.31699,12756.31699,12756.31699
x,40,65,high,100000,100000,0,MPU_ES070,41,105420.1783,115564.8606,95178.12961,13129.74839,14761.41436,11504.39576
x,40,65,high,100000,100000,0,MPU_ES070,42,111180.9442,126505.4153,95857.53331,13525.54915,15875.7146,11115.32717
x,40,65,high,100000,100000,0,MPU_ES070,43,117290.7885,136979.2193,97467.46244,13936.76958,16865.87183,10935.91324
x,40,65,high,100000,100000,0,MPU_ES070,44,123711.0666,147726.3452,99296.93249,14345.31053,17803.73676,10828.06304
x,40,65,high,100000,100000,0,MPU_ES070,45,130404.8428,158353.6858,101849.7131,14761.60114,18738.80808,10730.70905
x,40,65,high,100000,100000,0,MPU_ES070,46,137268.7396,169544.877,104350.6282,15188.73188,19670.97448,10645.64661
x,40,65,high,100000,100000,0,MPU_ES070,47,144812.8393,181977.7838,107531.2559,15631.57831,20683.15825,10594.24228
x,40,65,high,100000,100000,0,MPU_ES070,48,152453.7007,193695.4592,111156.761,16086.07399,21614.47134,10565.73472
x,40,65,high,100000,100000,0,MPU_ES070,49,160541.8549,206971.0513,114153.9803,16561.26545,22518.00876,10528.70188
x,40,65,high,100000,100000,0,MPU_ES070,50,168980.4538,219424.7163,118599.7122,17019.63159,23423.14326,10544.91151
x,40,65,high,100000,100000,0,MPU_ES070,51,178024.5989,232551.0537,121839.3378,17484.00475,24214.9058,10540.62346
x,40,65,high,100000,100000,0,MPU_ES070,52,187636.4192,247755.7915,126213.3732,18022.07437,25222.79911,10575.29401
x,40,65,high,100000,100000,0,MPU_ES070,53,197630.5836,263102.2917,130798.1584,18529.23605,26125.25623,10646.71522
x,40,65,high,100000,100000,0,MPU_ES070,54,208341.4122,278547.414,134887.6227,19073.15286,27234.75855,10658.79245
x,40,65,high,100000,100000,0,MPU_ES070,55,219430.0989,297294.7859,140183.0887,19629.90417,28120.71965,10707.09609
x,40,65,high,100000,100000,0,MPU_ES070,56,231155.0111,314975.3753,145269.8035,20163.87801,29235.02466,10729.36049
x,40,65,high,100000,100000,0,MPU_ES070,57,243793.4619,336033.9505,151115.2526,20768.94686,30330.9927,10835.06838
x,40,65,high,100000,100000,0,MPU_ES070,58,257010.7293,355574.8043,156929.1764,21384.9712,31477.44813,10909.76117
x,40,65,high,100000,100000,0,MPU_ES070,59,270888.2448,377324.5812,161784.0748,22008.55668,32785.73022,10990.87243
x,40,65,high,100000,100000,0,MPU_ES070,60,286207.9762,402010.3186,168582.0858,22713.50414,33913.86068,11050.40902
x,40,65,high,100000,100000,0,MPU_ES070,61,301820.7797,425384.8936,174391.1125,23393.49264,34987.09105,11109.86239
x,40,65,high,100000,100000,0,MPU_ES070,62,318125.0304,451231.4954,181154.6717,24091.77617,36477.09039,11233.50255
x,40,65,high,100000,100000,0,MPU_ES070,63,335353.6359,476390.0087,188737.7054,24781.66763,37587.3634,11380.17408
x,40,65,high,100000,100000,0,MPU_ES070,64,353165.465,505383.7428,196082.6569,25550.42695,38880.39282,11407.63031
x,40,65,high,100000,100000,0,MPU_ES070,65,372685.1168,535659.7371,203944.4692,26341.31899,40295.43358,11563.33021
x,40,65,high,100000,100000,0,MPU_ES080,40,100000,100000,100000,12756.31699,12756.31699,12756.31699
x,40,65,high,100000,100000,0,MPU_ES080,41,105907.4325,117605.8072,94417.27118,13209.19212,15043.53369,11363.01829
x,40,65,high,100000,100000,0,MPU_ES080,42,112024.8727,129351.6149,94920.34131,13653.24428,16327.51801,11009.35546
x,40,65,high,100000,100000,0,MPU_ES080,43,118471.2595,140560.6947,96230.07347,14111.89471,17448.00118,10771.55388
x,40,65,high,100000,100000,0,MPU_ES080,44,125204.313,151971.0907,98400.26909,14594.11806,18539.70792,10665.50211
x,40,65,high,100000,100000,0,MPU_ES080,45,132589.4912,163984.0119,100661.646,15093.31082,19522.72052,10615.88917
