Notes,current_age,retirement_age,current_savings,savings_after_disability,additional_annual_savings,portfolio,annual_expenses_start_year,annual_expenses_length,annual_expenses_amount,age,portfolio_value_expected,portfolio_value_ub,portfolio_value_lb,income_expected,income_ub,income_lb
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES060,1,55,24000,57,2101292.517,3029168.186,1155980.813,290662.3932,460197.6419,102559.3596
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES060,1,55,24000,58,2214833.271,3195070.115,1208249.229,299810.5971,477802.1068,103461.4632
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES060,1,55,24000,59,2332447.802,3375682.765,1258279.307,308335.7803,489128.5412,105176.5828
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES060,1,55,24000,60,2452242.459,3551086.373,1315369.935,316227.2288,504741.9015,106641.1048
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES060,1,55,24000,61,2583398.786,3749464.56,1372847.64,325067.8567,521761.0618,108176.1915
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES060,1,55,24000,62,2721989.439,3960895.026,1435369.209,334642.5056,535157.1452,108865.5631
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES060,1,55,24000,63,2868205.003,4185087.282,1498759.551,345228.5875,556655.2149,111236.346
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES060,1,55,24000,64,3018795.709,4430185.798,1565544.314,354564.5644,571091.8193,112895.9419
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES060,1,55,24000,65,3184688.023,4693412.024,1632078.428,365893.0955,589536.5179,114298.8763
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,11,111208.6778,120890.3039,101478.9586,44704.28242,50070.17919,39257.75146
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,12,123004.5307,137851.398,107975.3026,48314.63147,56474.11068,40084.29401
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,13,135420.8399,155277.4108,115691.9607,51934.12358,62625.45271,41235.19321
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,14,148486.2113,173299.5173,123856.551,55634.98446,68562.68107,42529.74162
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,15,162451.3071,192268.5792,132215.3409,59457.34696,74823.01806,44126.47402
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,16,177309.2569,213107.6265,141586.9209,63479.85302,81173.76361,45340.01832
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,17,192687.8224,234023.2964,151485.4968,67341.22468,87262.85495,47040.24211
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,18,208857.2913,256215.4495,161449.8176,71365.69502,94254.66244,48433.73264
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,19,225989.0219,279977.7566,172158.8444,75499.45058,100536.6049,50134.56256
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,20,243985.2868,304518.696,182893.6559,79649.56674,107323.8391,51595.1126
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,21,262818.4457,330974.4444,194381.0342,83774.40042,114185.6993,52897.0535
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,22,282920.2397,358675.401,206832.7159,88092.97282,121270.835,54258.74317
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,23,304301.6473,390342.5754,219217.9063,92411.93134,129053.1375,55951.04903
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,24,326816.3309,418755.6098,232348.8075,96877.61009,136238.3835,57207.64703
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,25,350328.367,452142.0766,246742.4297,101377.5371,143683.2696,58828.73759
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,26,375205.7083,485462.1119,260628.9709,106098.2065,151039.72,60145.85497
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,27,401764.5106,524270.7974,276045.1587,111020.4255,158808.6412,61289.078
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,28,428731.4673,562374.0715,290617.22,115713.0283,167138.5639,62436.82531
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,29,458289.1536,607703.3204,306435.8692,120968.9654,176246.082,63885.59199
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,30,489403.8045,651252.7123,323837.2432,126134.6109,184851.8834,65543.07036
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,31,521152.8382,698810.9365,341169.1516,131330.7853,193690.5047,67151.00837
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,32,556150.6084,749668.3714,358941.2006,136829.7435,203432.0652,68788.7026
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,33,591491.384,804738.9393,376235.0546,142164.7235,211239.1847,70157.24397
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,34,630048.3286,860793.2461,396564.1837,147862.3008,221134.3854,71771.00282
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,35,669305.8918,919293.7005,419127.9769,153418.0281,230271.3768,73410.41026
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,36,711251.6967,978872.0898,439172.9393,159548.2285,240579.9105,74751.83781
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,37,755566.7567,1040500.212,461907.6087,165202.5724,251420.3253,76353.74768
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,38,803039.1414,1113396.722,485330.1698,171730.9366,262195.3018,77391.92466
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,39,852088.6294,1182114.893,508572.2898,178069.932,272120.4053,78745.44474
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,40,904030.7191,1264585.219,533911.4254,184457.744,284755.546,79584.68859
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,41,959182.0938,1345898.639,561650.3063,190841.1364,293453.144,81252.50985
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,42,1016350.885,1432517.143,590055.1239,197745.2135,306960.0704,82871.09239
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,43,1077240.246,1520710.562,617694.307,204814.7855,318622.1556,84152.58889
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,44,1141007.76,1614339.801,647800.4867,212065.8006,330389.5372,85962.51199
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,45,1207862.038,1730179.859,681425.4975,219079.3227,342722.925,87518.05587
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,46,1278552.458,1827572.434,715195.1916,226297.4947,356980.8373,88728.69369
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,47,1353389.457,1948797.451,742564.6379,233862.911,370949.4356,90206.89072
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,48,1430735.434,2063743.943,775776.0464,241778.4833,383727.2182,91323.0223
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,49,1514790.06,2182196.531,810404.294,250043.0815,397462.1987,92640.46319
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,50,1602244.943,2316684.744,852763.0225,258506.4592,410489.4887,94136.76029
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,51,1695328.814,2454637.963,889667.3072,266866.7978,427084.9071,95433.60758
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,52,1789471.58,2599121.113,934500.1292,275206.9554,440265.5945,97668.39135
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,53,1890379.136,2750113.458,975044.2347,284183.712,455567.1135,98233.21827
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,54,2000126.04,2929069.042,1018013.18,293721.1752,470182.0718,100517.5891
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,55,2113258.972,3100573.603,1067816.44,303529.1925,486331.8837,101655.185
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,56,2231458.71,3294128.567,1118867.659,312749.7776,506430.6299,103631.8825
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,57,2355989.358,3480308.879,1175096.407,323230.3289,524957.1956,105551.021
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,58,2487788.604,3689209.407,1223125.974,333622.3923,541362.832,106138.6751
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,59,2632707.23,3910371.864,1274911.076,344915.5702,562176.3111,108143.442
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,60,2775999.761,4129319.182,1333316.65,354491.4386,577858.3097,109216.7475
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,61,2929646.75,4360542.138,1378648.483,365736.0329,597316.0796,110989.3338
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,62,3087782.346,4638633.323,1442558.901,376361.7872,618275.3151,112609.0989
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,63,3260308.088,4878841.708,1509085.769,387487.4551,635177.0078,113790.9055
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,64,3446156.912,5196122.311,1574188.763,400150.5415,654977.8278,114796.1216
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES070,1,55,24000,65,3643790.156,5497657.281,1643719.117,413446.1749,674802.1674,116636.1641
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,11,111492.936,122569.2525,100394.4684,44926.62575,50756.86766,39028.62975
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,12,123705.5463,140846.7566,106563.866,48704.15285,57694.30098,39803.22478
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,13,136571.1807,159197.1321,113857.2367,52522.01309,64126.37933,40935.11483
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,14,150287.167,177806.3014,121750.6466,56511.22418,70571.19918,42344.22932
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,15,165014.9055,199384.559,130233.006,60613.86364,77610.52596,43717.71045
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,16,180448.3127,220463.2619,139490.3477,64668.34323,83960.9597,45015.36678
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,17,196493.4576,243340.0557,149619.1098,68896.96686,90780.35797,46376.78036
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,18,213709.0848,266105.9155,159810.24,73214.34529,97899.48266,48017.97587
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,19,231325.3721,292006.9823,169777.8252,77390.76966,104791.0922,49558.90471
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,20,250490.1095,318031.8389,180829.1488,81903.37319,112611.8389,50972.73945
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,21,270865.2562,348027.1976,192657.4215,86558.15528,119871.5284,52647.05733
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,22,292112.2307,377453.2742,204581.1471,91233.80762,126869.5593,54494.69889
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,23,314670.6759,410349.4471,217286.1445,96125.81963,134143.9487,56028.43436
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,24,338432.0836,445949.9637,230137.7908,101041.3275,142831.6855,57516.15812
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,25,363777.8632,482226.9403,243180.4967,105930.4335,150985.8672,59124.14645
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,26,391169.0998,522508.4796,257889.46,111278.2456,160000.9916,60975.55743
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,27,419392.4576,562581.863,273444.1615,116604.4461,168058.7872,62275.21634
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,28,449325.1029,607186.9707,289215.3272,121917.1828,178207.5316,63735.78872
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,29,480632.3722,652895.6508,304297.5132,127314.5068,186862.056,65222.62006
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,30,513337.5913,697885.1918,320945.7621,132964.3753,196772.7729,66535.59078
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,31,548769.4437,755137.6773,339145.1376,139011.0683,207149.1181,68734.46396
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,32,586333.7066,809412.9852,357363.0109,145068.3493,216683.5972,69811.71173
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,33,626720.0442,869884.7938,376637.3592,151471.6238,227606.0703,71262.27608
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,34,669247.1379,931892.5879,396523.2449,158079.0757,237650.7473,73487.48651
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,35,714163.7834,998761.324,417470.1185,165100.1084,249420.7174,74903.95722
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,36,761847.226,1075490.688,438346.7153,172415.156,261440.5799,76140.83525
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,37,811034.4245,1149970.85,457805.665,179175.5334,272822.6172,77388.23997
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,38,863070.4687,1223725.802,480266.1098,186316.6734,285777.7379,78863.22194
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,39,918209.9193,1312347.038,505088.3708,193632.0533,299114.4367,80546.63191
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,40,978033.2014,1403333.065,529431.7395,201755.1339,312107.8444,82201.21824
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,41,1040022.038,1500743.996,557868.4294,209357.4785,326273.1446,83931.95284
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,42,1106526.637,1603694.67,585678.428,217571.3888,342110.078,86178.14261
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,43,1173578.087,1709529.133,613555.1051,225614.6674,354248.7812,87684.84159
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,44,1245675.355,1821480.058,645453.3915,233715.7816,367809.2277,88189.12273
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,45,1324150.393,1941805.245,678357.3451,242659.1459,382805.965,90052.02573
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,46,1405144.579,2054450.291,715172.4028,251801.9808,400704.0657,91289.10105
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,47,1492870.245,2188513.158,747130.6127,261580.1439,415137.8027,93497.93896
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,48,1584777.551,2352483.855,781017.4262,271228.0798,429381.7458,94874.67237
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,49,1682396.448,2508510.157,822040.0702,280901.0661,446236.4989,96730.67815
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,50,1787750.444,2658399.775,859025.703,291008.4723,462650.1301,97476.98727
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,51,1894334.594,2841195.527,896691.8929,301135.2774,476330.9149,99939.02157
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,52,2012211.258,3037975.303,940155.3108,312607.2352,496584.3074,102558.4567
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,53,2133662.076,3231825.993,986904.9271,323344.8565,514926.4792,103848.898
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,54,2258251.292,3437745.968,1033749.339,334448.1714,535024.2753,104739.6911
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,55,2392045.457,3660080.558,1078057.807,345715.3051,555538.5318,106731.8382
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,56,2536642.045,3891348.439,1131286.975,357987.2212,577171.3074,109496.7693
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,57,2690370.883,4116168.084,1186170.918,370961.0138,595608.0864,111344.24
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,58,2854444.961,4354336.039,1244034.141,383760.2508,615956.3433,112915.4917
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,59,3022489.106,4641127.584,1306174.089,397441.25,635610.5145,114987.9669
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,60,3200857.466,4930596.044,1366063.714,411231.5459,667281.2113,117183.357
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,61,3391635.36,5229086.004,1429759.959,425964.4529,690142.8445,118659.6391
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,62,3591245.962,5533828.49,1499732.113,440807.3123,712473.6405,120546.0732
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,63,3807454.053,5890562.98,1566001.167,456262.6742,734136.7273,123431.1386
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,64,4033716.275,6249462.555,1644356.155,471783.6734,763428.1814,125005.7938
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES080,1,55,24000,65,4265505.379,6604139.014,1710114.889,486575.8652,788851.5751,127154.9597
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,11,112029.7207,124352.2785,99695.6757,45107.65216,51329.16208,38874.9896
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,12,124631.904,143664.8196,105212.5161,49055.24815,58514.0273,39548.79355
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,13,137859.0529,163457.9393,112574.1156,53008.14217,65235.91707,40751.54232
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,14,152200.9984,183881.4425,120281.0721,57116.29492,71988.34801,41913.19602
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,15,167455.4488,205521.7723,128753.8752,61464.41836,79020.90693,43187.34935
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,16,183807.4687,229350.6342,137753.2333,65916.30106,86671.12551,44981.40916
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,17,200690.0862,253606.4559,146924.9212,70365.3496,94036.61805,46409.93151
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,18,218507.8183,278881.1179,156473.0747,74893.04692,101936.7308,47766.74449
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,19,237889.398,306806.602,166765.5926,79764.11836,110415.6982,49278.70963
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,20,258565.8839,337914.3842,178417.7994,84793.20512,118471.1693,51064.36504
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,21,280380.5549,369478.8212,190608.5087,89815.7497,126597.0717,52484.03411
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,22,303476.0356,404571.5,201483.2634,95008.29419,135199.8522,54127.01978
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,23,327604.911,439878.7417,213957.8471,100299.7043,143860.6763,55609.56302
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,24,353608.0627,478613.6955,225852.2449,105832.0882,153147.0227,56833.79536
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,25,381392.9656,519280.8598,239463.8711,111563.3765,162562.5104,58665.27521
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,26,411138.6795,563507.8149,254658.543,117689.8051,171852.6376,60415.96151
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,27,441404.2968,609389.5123,268317.7745,123543.3985,182096.4164,62039.21211
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,28,473759.4218,658712.5651,283975.6339,129462.6868,192843.9991,63486.02121
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,29,509127.4934,716421.5154,299130.5269,135903.8109,204051.0591,64761.41527
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,30,545369.9453,770444.8297,316497.715,142357.0293,215577.5629,66264.88987
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,31,583403.2964,830317.9318,334476.5565,148679.3571,225575.8904,67341.70809
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,32,625579.0816,894058.8037,352513.4064,155647.5075,238689.7272,68736.10432
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,33,670535.5981,965130.4084,370427.0759,163175.0411,251173.4517,71007.08615
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,34,718104.8329,1033634.061,389301.0906,170828.4524,262352.2079,72004.86437
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,35,766998.5774,1111635.745,409361.3462,178289.7034,276784.3912,73815.60105
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,36,818647.015,1193983.243,430943.9714,185706.9964,289640.9065,74605.63701
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,37,875063.283,1278134.633,455071.6465,193916.5376,300907.0061,76109.29545
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,38,934860.4808,1369164.627,479529.1941,202725.4905,315646.1849,78264.93847
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,39,999285.2484,1469853.67,501841.4091,211400.1729,330047.1245,79764.11926
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,40,1066638.264,1574825.047,531116.5849,220716.3016,346458.8752,81900.10899
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,41,1136456.34,1680777.67,555847.214,229802.2195,362524.3006,83526.03217
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,42,1208758.6,1796033.775,580936.1004,239025.4718,379487.9826,85486.90384
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,43,1289486.72,1922457.115,613727.6796,249371.4325,394599.3812,86541.59894
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,44,1375172.13,2054937.297,640200.9432,260123.0352,411407.4078,88348.14574
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,45,1462627.329,2194713.374,672268.7266,271178.3065,430738.7844,89979.83163
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,46,1558331.505,2340181.859,705540.1278,282175.5602,448271.8537,91441.5994
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,47,1661267.654,2501226.964,736071.9958,293809.6613,471892.547,93689.9823
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,48,1768778.262,2661450.287,779368.9958,305057.1503,489806.459,95033.60275
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,49,1885660.787,2858954.069,821070.2013,318060.9625,510373.3141,97712.18239
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,50,2007002.833,3033587.195,867154.118,330348.9058,533624.0065,99659.75668
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,51,2136670.877,3251905.148,905836.5388,343281.5817,554876.0118,101207.3378
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,52,2270794.616,3471004.571,953867.8134,355494.1823,573960.239,103220.4321
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,53,2418714.393,3704652.513,993762.5156,369613.3289,596188.3355,104173.1671
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,54,2574575.533,3939628.321,1040407.689,384528.5072,619121.7683,107262.4999
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,55,2745263.966,4248962.678,1088727.78,401548.5275,644207.0658,108783.0292
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,56,2923788.11,4506568.163,1142539.04,417917.0519,670107.3892,110327.2591
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,57,3105950.854,4802289.646,1190336.269,433761.3986,700689.5821,112768.1224
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,58,3302089.485,5133659.878,1238721.6,449525.9989,729551.9447,113967.8048
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,59,3514873.063,5465286.623,1308620.876,468758.2325,752594.0901,116434.2324
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,60,3729818.535,5823241.532,1374307.383,486129.9719,775687.7741,118403.5482
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,61,3965284.422,6194583.641,1433878.7,505575.9279,806456.3507,120529.2518
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,62,4222199.853,6625740.64,1505871.571,526413.0468,846112.4062,122998.5459
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,63,4488938.735,7047462.592,1571709.679,547193.8434,881319.8769,125105.5662
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,64,4765569.89,7508250.716,1652814.333,568612.9988,910863.3242,126704.8911
disability case 1 - younger age,10,65,200000,100000,30000,MPU_ES090,1,55,24000,65,5063828.881,8002227.448,1719215.758,590509.8626,956077.6387,128916.5988
disability case 1 - younger age,10,65,200000,100000,5000,MPU_ES010,1,55,24000,10,200000,200000,200000,82398.49033,82398.49033,82398.49033
disability case 1 - younger age,10,65,200000,100000,5000,MPU_ES010,1,55,24000,11,83868.36434,86668.70726,81107.73537,33776.063,36892.08474,30695.19012
disability case 1 - younger age,10,65,200000,100000,5000,MPU_ES010,1,55,24000,12,67176.48518,70784.34488,63530.16567,26418.25445,29885.75426,22949.17539
disability case 1 - younger age,10,65,200000,100000,5000,MPU_ES010,1,55,24000,13,49948.269,54021.82988,45850.32414,19217.75196,22442.09254,16004.99226
